cast_vote_record,precinct,ballot_style,governor_lt_governor,comptroller,attorney_general,u_s_senator,representative_in_congress_6
15144,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15146,020-001,020-001,REP,REP,REP,REP,REP
15147,008-001,008-001,REP,REP,REP,REP,REP
15150,011-001,011-001,DEM,DEM,DEM,DEM,DEM
15154,018-002,018-002,REP,REP,REP,REP,REP
15156,015-002,015-002,REP,REP,REP,REP,REP
15158,026-002,026-002,REP,REP,REP,REP,REP
15159,005-001,005-001,DEM,DEM,DEM,DEM,DEM
15160,015-002,015-002,REP,REP,REP,REP,REP
15162,005-001,005-001,REP,REP,REP,REP,REP
15164,026-002,026-002,REP,REP,REP,REP,REP
15166,015-001,015-001,DEM,REP,REP,REP,REP
15168,026-001,026-001,REP,REP,REP,REP,REP
15169,015-002,015-002,REP,REP,REP,REP,REP
15170,020-001,020-001,REP,REP,REP,REP,REP
15172,010-001,010-001,REP,REP,REP,REP,REP
15174,017-001,017-001,REP,REP,REP,REP,REP
15177,026-002,026-002,REP,REP,REP,REP,REP
15179,015-001,015-001,REP,REP,REP,REP,REP
15180,017-001,017-001,REP,REP,REP,REP,REP
15181,019-001,019-001,DEM,DEM,DEM,DEM,DEM
15186,015-002,015-002,REP,REP,REP,REP,REP
15187,015-002,015-002,REP,REP,REP,REP,REP
15188,015-001,015-001,REP,REP,REP,REP,REP
15190,017-001,017-001,REP,REP,REP,REP,REP
15194,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15198,026-001,026-001,DEM,DEM,DEM,DEM,DEM
15200,015-001,015-001,REP,REP,REP,REP,REP
15202,015-002,015-002,REP,REP,REP,REP,REP
15204,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15206,005-001,005-001,REP,REP,REP,REP,REP
15207,020-001,020-001,REP,REP,REP,REP,REP
15208,015-002,015-002,REP,REP,REP,REP,REP
15211,013-001,013-001,REP,REP,REP,REP,REP
15215,015-001,015-001,REP,REP,REP,REP,REP
15217,015-002,015-002,REP,REP,REP,REP,REP
15218,005-001,005-001,REP,REP,REP,REP,REP
15219,015-002,015-002,REP,REP,REP,REP,REP
15220,020-001,020-001,DEM,DEM,DEM,DEM,DEM
15224,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15226,015-002,015-002,REP,REP,REP,REP,REP
15230,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15232,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15234,010-002,010-002,REP,REP,REP,REP,REP
15238,008-001,008-001,WCP,REP,REP,REP,REP
15240,026-002,026-002,REP,REP,REP,REP,REP
15243,021-001,021-001,DEM,DEM,DEM,DEM,DEM
15244,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15246,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15247,026-002,026-002,DEM,REP,DEM,REP,DEM
15249,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15252,015-002,015-002,DEM,undervote,DEM,DEM,DEM
15253,020-001,020-001,DEM,DEM,DEM,DEM,DEM
15256,008-001,008-001,DEM,REP,DEM,DEM,DEM
15258,021-001,021-001,DEM,DEM,DEM,DEM,DEM
15259,002-010,002-010,DEM,DEM,DEM,DEM,DEM
15261,005-001,005-001,REP,REP,REP,REP,REP
15266,020-001,020-001,REP,REP,REP,REP,REP
15267,005-001,005-001,DEM,DEM,DEM,DEM,DEM
15270,015-002,015-002,REP,REP,REP,REP,REP
15272,015-001,015-001,REP,REP,REP,REP,REP
15273,015-002,015-002,DEM,REP,REP,REP,DEM
15275,013-001,013-001,REP,REP,REP,REP,REP
15276,015-002,015-002,DEM,REP,DEM,DEM,DEM
15277,005-001,005-001,REP,REP,REP,REP,REP
15279,026-001,026-001,DEM,DEM,DEM,DEM,DEM
15282,020-001,020-001,REP,REP,REP,REP,REP
15283,015-002,015-002,REP,REP,REP,REP,REP
15286,020-001,020-001,REP,REP,REP,REP,REP
15288,020-001,020-001,DEM,DEM,DEM,DEM,DEM
15291,010-001,010-001,DEM,DEM,DEM,DEM,DEM
15294,005-001,005-001,REP,REP,REP,REP,REP
15296,004-001,004-001,DEM,DEM,DEM,DEM,DEM
15297,015-002,015-002,REP,REP,undervote,DEM,REP
15299,013-001,013-001,REP,REP,REP,REP,REP
15300,008-001,008-001,DEM,REP,DEM,DEM,DEM
15302,015-001,015-001,REP,REP,REP,REP,REP
15305,015-002,015-002,REP,REP,REP,DEM,REP
15309,020-001,020-001,DEM,DEM,DEM,DEM,DEM
15312,008-001,008-001,REP,REP,REP,REP,REP
15313,010-001,010-001,REP,REP,REP,REP,REP
15314,007-002,007-002,REP,REP,REP,REP,REP
15318,015-001,015-001,REP,REP,REP,REP,REP
15319,020-001,020-001,DEM,DEM,DEM,DEM,DEM
15321,015-001,015-001,REP,REP,REP,REP,REP
15324,010-002,010-002,REP,REP,REP,REP,REP
15325,008-001,008-001,DEM,DEM,DEM,DEM,DEM
15326,010-002,010-002,DEM,DEM,DEM,DEM,DEM
15329,004-001,004-001,REP,REP,REP,REP,REP
15330,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15331,002-015,002-015,DEM,REP,REP,DEM,DEM
15332,005-001,005-001,REP,REP,REP,REP,REP
15333,026-001,026-001,REP,REP,REP,REP,REP
15336,015-002,015-002,REP,REP,REP,REP,REP
15337,002-015,002-015,DEM,DEM,DEM,DEM,DEM
15339,013-001,013-001,REP,REP,REP,REP,REP
15340,005-001,005-001,REP,REP,REP,REP,REP
15342,015-002,015-002,WCP,DEM,DEM,DEM,DEM
15346,021-001,021-001,DEM,DEM,DEM,DEM,DEM
15348,005-001,005-001,DEM,DEM,DEM,DEM,DEM
15354,015-002,015-002,REP,REP,REP,REP,REP
15357,005-001,005-001,REP,REP,REP,REP,REP
15358,015-001,015-001,REP,REP,REP,REP,REP
15359,015-002,015-002,REP,REP,undervote,REP,REP
15360,010-002,010-002,REP,REP,REP,REP,REP
15362,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15364,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15366,015-002,015-002,REP,REP,REP,REP,REP
15368,015-002,015-002,REP,REP,REP,REP,REP
15371,015-002,015-002,REP,undervote,undervote,undervote,REP
15373,002-015,002-015,DEM,DEM,DEM,DEM,DEM
15375,015-002,015-002,REP,REP,REP,REP,REP
15378,015-002,015-002,REP,REP,REP,REP,REP
15380,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15383,015-002,015-002,REP,REP,REP,REP,REP
15384,002-010,002-010,REP,REP,REP,REP,REP
15386,009-004,009-004,REP,REP,REP,REP,REP
15388,015-002,015-002,REP,REP,REP,REP,REP
15389,018-002,018-002,REP,REP,REP,REP,REP
15391,015-003,015-003,DEM,REP,DEM,DEM,DEM
15393,011-001,011-001,REP,DEM,DEM,DEM,DEM
15395,006-001,006-001,REP,REP,REP,REP,REP
15397,002-015,002-015,DEM,DEM,DEM,DEM,DEM
15399,015-001,015-001,REP,REP,REP,REP,REP
15401,011-001,011-001,REP,REP,REP,REP,REP
15402,020-001,020-001,REP,REP,REP,REP,DEM
15404,005-001,005-001,DEM,REP,DEM,DEM,DEM
15406,018-002,018-002,REP,REP,REP,REP,REP
15407,004-001,004-001,REP,REP,REP,REP,REP
15409,015-002,015-002,REP,REP,REP,REP,REP
15410,015-002,015-002,REP,REP,REP,REP,REP
15412,011-001,011-001,DEM,DEM,DEM,DEM,DEM
15414,015-002,015-002,REP,REP,REP,REP,REP
15415,004-001,004-001,REP,REP,REP,REP,REP
15417,020-001,020-001,DEM,DEM,DEM,DEM,DEM
15418,011-001,011-001,REP,REP,REP,REP,REP
15420,026-001,026-001,REP,REP,REP,DEM,DEM
15422,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15424,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15426,011-001,011-001,DEM,DEM,DEM,DEM,DEM
15428,002-005,002-005,DEM,REP,DEM,DEM,DEM
15431,015-002,015-002,REP,REP,REP,REP,REP
15433,005-001,005-001,REP,REP,REP,REP,REP
15434,005-001,005-001,REP,REP,REP,REP,REP
15436,015-002,015-002,WCP,REP,REP,REP,REP
15438,018-002,018-002,REP,REP,REP,REP,REP
15441,015-002,015-002,REP,REP,REP,REP,REP
15442,005-001,005-001,DEM,DEM,DEM,DEM,DEM
15446,026-002,026-002,REP,REP,REP,REP,REP
15447,010-001,010-001,DEM,DEM,DEM,DEM,DEM
15449,015-002,015-002,REP,REP,REP,REP,REP
15451,015-002,015-002,REP,REP,REP,REP,REP
15453,026-001,026-001,DEM,DEM,DEM,DEM,DEM
15455,015-002,015-002,REP,REP,REP,REP,REP
15457,026-002,026-002,DEM,DEM,DEM,DEM,DEM
15458,021-001,021-001,REP,REP,REP,REP,REP
15459,009-007,009-007,REP,REP,REP,REP,REP
15461,008-001,008-001,REP,REP,REP,REP,REP
15463,005-001,005-001,DEM,DEM,DEM,DEM,DEM
15464,026-001,026-001,DEM,DEM,DEM,DEM,DEM
15466,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15467,008-001,008-001,DEM,REP,REP,DEM,DEM
15469,015-002,015-002,REP,REP,REP,REP,REP
15472,008-001,008-001,DEM,DEM,DEM,DEM,DEM
15474,015-002,015-002,REP,REP,REP,REP,REP
15476,011-001,011-001,DEM,REP,DEM,DEM,DEM
15479,011-001,011-001,REP,REP,REP,REP,REP
15480,017-001,017-001,REP,REP,REP,REP,REP
15482,015-002,015-002,REP,REP,REP,REP,REP
15485,003-003,003-003,REP,REP,REP,REP,REP
15487,018-002,018-002,REP,REP,REP,REP,REP
15489,005-001,005-001,DEM,DEM,DEM,DEM,DEM
15490,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15492,017-001,017-001,DEM,DEM,DEM,DEM,DEM
15493,011-001,011-001,DEM,REP,DEM,DEM,DEM
15495,009-008,009-008,DEM,DEM,DEM,DEM,DEM
15496,006-001,006-001,DEM,DEM,DEM,DEM,DEM
15497,026-001,026-001,REP,REP,REP,REP,REP
15498,002-010,002-010,REP,REP,REP,REP,REP
15500,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15503,015-002,015-002,REP,REP,REP,REP,REP
15504,026-001,026-001,DEM,DEM,DEM,DEM,DEM
15506,015-002,015-002,REP,REP,REP,REP,REP
15508,026-002,026-002,REP,REP,REP,REP,REP
15510,015-002,015-002,REP,REP,REP,REP,REP
15511,015-002,015-002,REP,REP,REP,REP,REP
15512,026-001,026-001,DEM,DEM,DEM,DEM,DEM
15516,004-001,004-001,REP,REP,REP,REP,REP
15517,005-001,005-001,REP,REP,REP,REP,REP
15519,015-002,015-002,REP,REP,REP,REP,DEM
15521,015-002,015-002,REP,REP,REP,REP,REP
15522,007-003,007-003,DEM,DEM,DEM,DEM,DEM
15525,026-002,026-002,DEM,DEM,DEM,DEM,DEM
15528,017-001,017-001,REP,REP,REP,REP,REP
15530,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15532,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15533,015-002,015-002,REP,REP,REP,REP,REP
15536,026-002,026-002,DEM,DEM,DEM,DEM,DEM
15538,010-002,010-002,REP,REP,REP,REP,REP
15539,008-001,008-001,REP,REP,REP,REP,REP
15541,015-002,015-002,REP,REP,REP,REP,REP
15544,013-001,013-001,REP,REP,REP,REP,REP
15545,004-001,004-001,DEM,DEM,DEM,DEM,DEM
15547,005-001,005-001,REP,REP,REP,REP,REP
15550,026-002,026-002,DEM,DEM,DEM,DEM,DEM
15552,011-001,011-001,REP,REP,REP,REP,REP
15557,020-001,020-001,REP,REP,REP,REP,REP
15560,018-002,018-002,REP,REP,REP,REP,REP
15562,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15565,026-001,026-001,DEM,DEM,DEM,DEM,DEM
15567,015-001,015-001,DEM,DEM,DEM,DEM,DEM
15569,015-002,015-002,LIB,REP,REP,REP,REP
15571,008-001,008-001,REP,REP,REP,REP,REP
15572,010-002,010-002,DEM,DEM,DEM,DEM,DEM
15574,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15578,009-007,009-007,REP,REP,REP,REP,REP
15581,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15582,008-001,008-001,DEM,DEM,DEM,DEM,DEM
15584,013-001,013-001,REP,REP,REP,REP,REP
15585,015-001,015-001,DEM,DEM,DEM,DEM,DEM
15586,009-007,009-007,REP,REP,REP,REP,REP
15588,011-001,011-001,REP,REP,REP,REP,REP
15589,015-002,015-002,REP,REP,REP,REP,REP
15592,015-001,015-001,REP,REP,REP,REP,REP
15593,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15595,005-001,005-001,REP,REP,REP,REP,REP
15598,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15599,015-002,015-002,REP,REP,REP,REP,REP
15600,005-001,005-001,REP,REP,REP,REP,REP
15601,011-001,011-001,write-in,REP,REP,REP,REP
15603,010-001,010-001,REP,REP,REP,REP,REP
15604,015-002,015-002,REP,REP,REP,REP,REP
15606,026-001,026-001,REP,REP,REP,REP,REP
15609,005-001,005-001,DEM,DEM,DEM,DEM,DEM
15610,026-002,026-002,REP,REP,REP,REP,REP
15611,008-001,008-001,REP,REP,REP,REP,REP
15613,002-010,002-010,REP,REP,REP,REP,REP
15616,013-001,013-001,REP,REP,REP,REP,REP
15618,026-001,026-001,REP,REP,REP,REP,REP
15620,015-002,015-002,DEM,undervote,DEM,DEM,DEM
15622,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15624,026-001,026-001,REP,REP,REP,REP,REP
15626,002-010,002-010,REP,REP,REP,REP,REP
15628,015-002,015-002,REP,REP,REP,REP,REP
15630,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15631,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15632,015-002,015-002,DEM,REP,REP,DEM,REP
15633,020-001,020-001,REP,REP,REP,REP,REP
15636,015-002,015-002,REP,REP,REP,REP,REP
15639,010-002,010-002,REP,REP,REP,REP,REP
15641,015-002,015-002,REP,REP,REP,REP,REP
15644,015-001,015-001,REP,REP,REP,REP,REP
15645,002-010,002-010,DEM,DEM,DEM,DEM,DEM
15646,010-002,010-002,REP,REP,REP,REP,REP
15647,020-001,020-001,REP,REP,REP,REP,REP
15649,002-015,002-015,DEM,DEM,DEM,DEM,DEM
15651,015-002,015-002,REP,REP,REP,REP,REP
15652,005-002,005-002,DEM,REP,REP,REP,DEM
15654,015-002,015-002,DEM,REP,DEM,DEM,DEM
15655,011-001,011-001,DEM,REP,REP,DEM,DEM
15657,010-001,010-001,DEM,DEM,DEM,DEM,DEM
15658,005-001,005-001,REP,REP,REP,REP,REP
15659,011-001,011-001,REP,REP,REP,REP,REP
15660,011-001,011-001,DEM,REP,REP,REP,REP
15661,005-002,005-002,REP,REP,REP,REP,REP
15662,005-001,005-001,DEM,DEM,DEM,DEM,REP
15664,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15666,008-001,008-001,REP,DEM,REP,REP,REP
15667,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15668,005-001,005-001,DEM,DEM,DEM,DEM,DEM
15670,015-002,015-002,REP,REP,REP,REP,REP
15671,026-002,026-002,REP,undervote,undervote,REP,REP
15672,015-002,015-002,REP,REP,REP,REP,REP
15674,015-002,015-002,REP,REP,REP,REP,REP
15676,006-001,006-001,REP,REP,REP,REP,REP
15678,015-002,015-002,REP,REP,REP,REP,REP
15681,015-002,015-002,REP,REP,REP,REP,REP
15683,015-002,015-002,WCP,REP,REP,REP,REP
15685,021-001,021-001,REP,REP,REP,REP,REP
15687,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15688,015-002,015-002,REP,REP,REP,REP,REP
15690,015-002,015-002,REP,REP,REP,REP,REP
15693,015-002,015-002,REP,REP,REP,REP,REP
15695,015-002,015-002,REP,REP,REP,REP,REP
15699,011-001,011-001,REP,REP,REP,REP,REP
15701,015-001,015-001,REP,REP,REP,REP,REP
15702,015-002,015-002,REP,REP,REP,DEM,REP
15703,015-002,015-002,REP,REP,REP,REP,REP
15704,015-001,015-001,DEM,DEM,DEM,DEM,DEM
15705,004-001,004-001,DEM,DEM,DEM,DEM,DEM
15709,020-001,020-001,REP,REP,REP,REP,REP
15710,020-001,020-001,REP,REP,REP,REP,REP
15716,008-001,008-001,DEM,DEM,DEM,DEM,DEM
15717,005-002,005-002,DEM,DEM,DEM,DEM,DEM
15718,015-002,015-002,REP,REP,REP,REP,REP
15720,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15723,005-001,005-001,REP,REP,REP,REP,REP
15725,015-002,015-002,GRE,REP,DEM,DEM,DEM
15727,005-001,005-001,LIB,REP,REP,REP,REP
15730,011-001,011-001,REP,REP,REP,REP,REP
15731,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15732,004-001,004-001,REP,REP,REP,REP,REP
15735,002-015,002-015,DEM,DEM,DEM,DEM,DEM
15736,002-015,002-015,DEM,DEM,DEM,DEM,DEM
15739,011-001,011-001,REP,REP,REP,REP,REP
15740,026-001,026-001,REP,REP,REP,REP,REP
15745,006-001,006-001,REP,REP,REP,REP,REP
15747,005-001,005-001,REP,REP,REP,REP,undervote
15750,005-001,005-001,WCP,REP,REP,REP,REP
15751,008-001,008-001,DEM,DEM,DEM,DEM,DEM
15756,005-001,005-001,DEM,DEM,DEM,DEM,DEM
15758,020-001,020-001,DEM,DEM,DEM,DEM,DEM
15760,008-001,008-001,REP,REP,REP,REP,REP
15762,004-001,004-001,DEM,DEM,DEM,DEM,DEM
15764,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15767,018-002,018-002,DEM,DEM,DEM,DEM,DEM
15769,010-001,010-001,DEM,REP,DEM,DEM,DEM
15770,005-001,005-001,DEM,DEM,DEM,DEM,DEM
15773,015-002,015-002,REP,REP,undervote,undervote,undervote
15778,026-001,026-001,REP,REP,REP,REP,REP
15779,017-001,017-001,REP,REP,REP,REP,REP
15781,015-002,015-002,REP,REP,REP,REP,REP
15782,005-001,005-001,REP,REP,REP,REP,REP
15784,020-001,020-001,DEM,DEM,DEM,DEM,DEM
15786,002-015,002-015,REP,REP,REP,REP,REP
15787,020-001,020-001,REP,REP,REP,REP,REP
15789,015-002,015-002,REP,REP,REP,REP,REP
15791,020-001,020-001,REP,REP,REP,REP,REP
15793,010-002,010-002,REP,REP,REP,REP,REP
15795,021-001,021-001,DEM,undervote,undervote,REP,REP
15798,005-001,005-001,DEM,DEM,DEM,DEM,DEM
15800,008-001,008-001,REP,REP,REP,REP,REP
15803,026-002,026-002,DEM,DEM,DEM,DEM,DEM
15805,015-002,015-002,REP,REP,REP,REP,REP
15806,015-002,015-002,REP,REP,REP,REP,REP
15810,015-002,015-002,REP,REP,REP,REP,REP
15812,015-002,015-002,DEM,REP,DEM,DEM,DEM
15816,015-001,015-001,REP,REP,REP,REP,undervote
15820,002-017,002-017,REP,REP,REP,REP,REP
15822,010-002,010-002,REP,REP,REP,REP,REP
15824,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15825,026-002,026-002,DEM,REP,REP,REP,DEM
15827,015-001,015-001,REP,REP,REP,REP,REP
15830,017-001,017-001,DEM,DEM,DEM,DEM,DEM
15833,010-002,010-002,DEM,DEM,DEM,DEM,DEM
15834,015-002,015-002,REP,REP,REP,REP,REP
15836,015-001,015-001,REP,REP,REP,REP,REP
15839,002-015,002-015,DEM,DEM,DEM,DEM,DEM
15842,015-002,015-002,REP,REP,REP,REP,REP
15843,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15844,015-002,015-002,REP,REP,REP,REP,REP
15847,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15850,020-001,020-001,DEM,DEM,DEM,DEM,DEM
15852,010-002,010-002,REP,REP,REP,DEM,REP
15854,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15855,015-002,015-002,DEM,DEM,REP,DEM,DEM
15857,017-001,017-001,REP,REP,REP,REP,REP
15859,015-002,015-002,REP,REP,REP,REP,REP
15862,015-002,015-002,REP,REP,REP,REP,REP
15863,011-001,011-001,REP,REP,REP,REP,REP
15864,015-002,015-002,REP,REP,REP,REP,DEM
15866,002-003,002-003,DEM,DEM,DEM,DEM,DEM
15868,021-003,021-003,REP,REP,REP,REP,REP
15871,015-002,015-002,REP,REP,REP,REP,REP
15873,020-001,020-001,REP,REP,REP,REP,REP
15875,020-001,020-001,REP,REP,REP,REP,REP
15876,011-001,011-001,REP,REP,REP,REP,REP
15878,011-001,011-001,REP,DEM,DEM,DEM,DEM
15879,018-002,018-002,REP,REP,REP,REP,REP
15880,008-001,008-001,REP,REP,REP,REP,REP
15881,010-001,010-001,REP,REP,REP,REP,REP
15885,020-001,020-001,REP,REP,REP,REP,REP
15886,015-002,015-002,REP,REP,REP,REP,REP
15892,026-001,026-001,DEM,DEM,DEM,DEM,DEM
15895,005-001,005-001,REP,REP,REP,REP,REP
15897,020-001,020-001,DEM,DEM,DEM,DEM,DEM
15899,015-002,015-002,REP,REP,REP,REP,REP
15901,010-002,010-002,REP,REP,REP,REP,REP
15905,015-002,015-002,REP,REP,REP,REP,REP
15906,011-001,011-001,DEM,DEM,DEM,DEM,undervote
15907,010-002,010-002,REP,REP,REP,REP,REP
15909,017-001,017-001,REP,REP,REP,REP,REP
15911,005-001,005-001,REP,REP,REP,REP,REP
15912,015-002,015-002,REP,REP,undervote,undervote,undervote
15913,015-002,015-002,DEM,REP,REP,DEM,DEM
15915,015-002,015-002,REP,REP,REP,REP,REP
15917,015-002,015-002,undervote,REP,REP,REP,REP
15918,015-002,015-002,REP,REP,REP,REP,DEM
15921,020-001,020-001,DEM,DEM,DEM,DEM,DEM
15922,015-002,015-002,REP,REP,REP,REP,REP
15924,020-001,020-001,REP,REP,REP,REP,DEM
15926,020-001,020-001,REP,REP,REP,REP,REP
15927,015-002,015-002,DEM,REP,REP,REP,DEM
15928,005-001,005-001,REP,REP,REP,REP,REP
15929,002-010,002-010,REP,REP,REP,REP,REP
15930,009-007,009-007,REP,REP,REP,REP,REP
15931,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15932,015-002,015-002,REP,REP,undervote,REP,REP
15934,015-002,015-002,REP,REP,DEM,DEM,REP
15936,015-002,015-002,REP,REP,REP,REP,REP
15940,020-001,020-001,REP,REP,REP,REP,REP
15941,020-001,020-001,REP,REP,REP,REP,REP
15943,015-002,015-002,REP,REP,REP,REP,REP
15944,015-002,015-002,REP,REP,REP,REP,REP
15946,002-004,002-004,REP,REP,REP,REP,REP
15948,020-001,020-001,DEM,DEM,DEM,DEM,DEM
15952,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15954,020-001,020-001,REP,REP,REP,REP,REP
15955,006-001,006-001,REP,REP,REP,REP,REP
15957,015-002,015-002,REP,REP,DEM,REP,DEM
15959,026-002,026-002,REP,REP,REP,REP,REP
15960,015-002,015-002,REP,REP,REP,REP,REP
15962,020-001,020-001,DEM,DEM,DEM,DEM,DEM
15965,015-002,015-002,REP,REP,REP,REP,REP
15969,015-002,015-002,REP,REP,REP,REP,REP
15973,011-001,011-001,DEM,DEM,DEM,DEM,DEM
15974,015-003,015-003,REP,REP,REP,REP,REP
15979,020-001,020-001,REP,REP,REP,REP,REP
15981,002-015,002-015,REP,REP,REP,REP,REP
15984,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15987,015-002,015-002,REP,REP,REP,REP,REP
15989,026-001,026-001,REP,REP,REP,REP,REP
15993,015-002,015-002,DEM,DEM,DEM,DEM,DEM
15995,020-001,020-001,REP,REP,REP,REP,REP
15997,002-008,002-008,DEM,DEM,DEM,DEM,DEM
15999,026-001,026-001,DEM,DEM,DEM,DEM,DEM
16000,015-002,015-002,REP,REP,REP,REP,REP
16002,021-009,021-009,REP,REP,DEM,REP,DEM
16003,015-002,015-002,REP,undervote,REP,REP,REP
16005,015-002,015-002,DEM,DEM,DEM,DEM,DEM
16007,004-001,004-001,REP,REP,REP,REP,REP
16008,005-001,005-001,REP,REP,REP,REP,REP
16011,015-002,015-002,REP,REP,REP,REP,REP
16013,008-001,008-001,REP,REP,REP,REP,REP
16014,018-002,018-002,REP,REP,REP,REP,REP
16015,004-001,004-001,REP,REP,REP,REP,REP
16016,006-001,006-001,REP,REP,REP,REP,REP
16018,026-001,026-001,DEM,REP,DEM,DEM,DEM
16020,015-002,015-002,DEM,DEM,DEM,DEM,DEM
16021,015-002,015-002,DEM,DEM,DEM,DEM,DEM
16022,002-015,002-015,REP,undervote,undervote,REP,REP
16023,011-001,011-001,REP,REP,REP,REP,REP
16024,015-002,015-002,DEM,DEM,DEM,DEM,DEM
16026,002-010,002-010,REP,REP,REP,REP,REP
16030,010-002,010-002,REP,REP,REP,REP,REP
16031,026-002,026-002,REP,REP,REP,REP,REP
16033,015-002,015-002,REP,REP,REP,REP,REP
16040,011-001,011-001,REP,REP,REP,REP,REP
16041,019-001,019-001,REP,REP,REP,REP,REP
16044,026-001,026-001,DEM,DEM,DEM,undervote,undervote
16046,005-001,005-001,REP,REP,REP,REP,REP
16048,005-001,005-001,DEM,REP,DEM,DEM,DEM
16049,015-002,015-002,REP,REP,REP,REP,REP
16054,005-001,005-001,DEM,DEM,DEM,DEM,DEM
16055,011-001,011-001,REP,REP,REP,REP,REP
16058,005-001,005-001,DEM,DEM,DEM,DEM,DEM
16060,021-004,021-004,REP,REP,REP,REP,REP
16063,015-002,015-002,DEM,REP,DEM,DEM,DEM
16066,015-002,015-002,DEM,DEM,DEM,DEM,DEM
16067,005-001,005-001,DEM,REP,REP,REP,REP
16069,015-002,015-002,REP,REP,REP,REP,REP
16070,010-002,010-002,DEM,DEM,DEM,DEM,DEM
16074,015-002,015-002,DEM,DEM,DEM,DEM,DEM
16076,002-015,002-015,REP,REP,REP,REP,REP
16081,015-001,015-001,REP,REP,REP,REP,REP
16082,011-001,011-001,REP,REP,REP,REP,REP
16084,015-001,015-001,REP,REP,REP,REP,REP
16085,010-002,010-002,REP,REP,REP,REP,REP
16088,015-001,015-001,REP,REP,REP,REP,REP
16090,011-001,011-001,REP,REP,REP,REP,REP
16092,020-001,020-001,DEM,DEM,DEM,DEM,DEM
16093,002-010,002-010,REP,REP,REP,REP,REP
16095,009-007,009-007,REP,REP,REP,REP,REP
16096,015-002,015-002,REP,REP,REP,REP,REP
16097,002-015,002-015,REP,REP,REP,REP,REP
16098,017-001,017-001,REP,REP,REP,REP,REP
16100,020-001,020-001,REP,REP,REP,REP,REP
16101,015-002,015-002,REP,REP,REP,REP,REP
16106,005-001,005-001,DEM,DEM,DEM,DEM,DEM
16109,015-002,015-002,DEM,DEM,DEM,DEM,DEM
16111,008-001,008-001,DEM,DEM,DEM,DEM,DEM
16113,026-001,026-001,REP,REP,REP,REP,REP
16114,006-001,006-001,REP,REP,REP,REP,REP
16116,011-001,011-001,DEM,DEM,DEM,DEM,DEM
16120,026-002,026-002,DEM,DEM,DEM,DEM,DEM
16122,010-002,010-002,REP,DEM,DEM,DEM,DEM
16124,005-001,005-001,REP,REP,DEM,DEM,REP
16125,026-002,026-002,REP,REP,REP,REP,REP
16127,015-002,015-002,REP,REP,REP,REP,REP
16128,010-002,010-002,REP,REP,REP,REP,REP
16131,015-002,015-002,DEM,DEM,DEM,DEM,DEM
16134,005-001,005-001,REP,REP,REP,REP,REP
16136,020-001,020-001,REP,REP,REP,REP,REP
16138,011-001,011-001,REP,REP,REP,REP,REP
16140,015-002,015-002,LIB,REP,REP,DEM,DEM
16142,015-002,015-002,DEM,DEM,DEM,DEM,DEM
16144,019-001,019-001,REP,REP,REP,REP,REP
16145,011-001,011-001,REP,REP,REP,REP,REP
16146,018-002,018-002,REP,REP,REP,REP,REP
16147,015-002,015-002,DEM,DEM,DEM,DEM,DEM
16149,026-001,026-001,REP,REP,REP,REP,REP
